source,target,tgt_lng,src_lng,category,category_zh,same_source_alternatives
연습전,演习,zh-CN,ko-KR,game_term,游戏术语,
연합함대,联合舰队,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
영국 왕립 해군,英国皇家海军（皇家）,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
원수,元帅,zh-CN,ko-KR,rank,军衔,海军元帅 [ko-KR 军衔] | 元帅 [ko-KR 军衔]
원수,海军元帅,zh-CN,ko-KR,rank,军衔,海军元帅 [ko-KR 军衔] | 元帅 [ko-KR 军衔]
위탁,委托,zh-CN,ko-KR,game_term,游戏术语,
유조선,油船,zh-CN,ko-KR,naval_term,航海/军事术语,
이글 유니온,白鹰,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
이탈리아 왕립 해군,意大利皇家海军（撒丁帝国）,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
일본 제국 해군,旧日本海军（重樱）,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
자매함,姐妹舰,zh-CN,ko-KR,naval_term,航海/军事术语,
자유 프랑스 해군,自由法国海军（自由鸢尾）,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
자재,物资,zh-CN,ko-KR,game_term,游戏术语,
자침,自沉,zh-CN,ko-KR,naval_term,航海/军事术语,
잠수모함,潜艇母舰,zh-CN,ko-KR,hull_type,舰种,
잠수함,潜艇,zh-CN,ko-KR,hull_type,舰种,
잠수항모,潜水航母,zh-CN,ko-KR,hull_type,舰种,
장갑,装甲,zh-CN,ko-KR,naval_term,航海/军事术语,
장비,装备,zh-CN,ko-KR,game_term,游戏术语,
전대,战队,zh-CN,ko-KR,naval_term,航海/军事术语,
전투기,战斗机,zh-CN,ko-KR,naval_term,航海/军事术语,
전함,战列舰,zh-CN,ko-KR,hull_type,舰种,
정규항공모함,正规航空母舰,zh-CN,ko-KR,hull_type,舰种,
정찰,侦察,zh-CN,ko-KR,naval_term,航海/军事术语,
정찰기,侦察机,zh-CN,ko-KR,naval_term,航海/军事术语,
조선소,造船厂,zh-CN,ko-KR,naval_term,航海/军事术语,
주력함대,主力舰队（后排）,zh-CN,ko-KR,naval_term,航海/军事术语,
주포,主炮,zh-CN,ko-KR,naval_term,航海/军事术语,
준장,海军准将,zh-CN,ko-KR,rank,军衔,
중령,中佐（中校）,zh-CN,ko-KR,rank,军衔,海军中校 [ko-KR 军衔] | 中佐（中校） [ko-KR 军衔]
중령,海军中校,zh-CN,ko-KR,rank,军衔,海军中校 [ko-KR 军衔] | 中佐（中校） [ko-KR 军衔]
중순양함,重巡洋舰,zh-CN,ko-KR,hull_type,舰种,
중위,中尉,zh-CN,ko-KR,rank,军衔,海军中尉 [ko-KR 军衔] | 中尉 [ko-KR 军衔]
중위,海军中尉,zh-CN,ko-KR,rank,军衔,海军中尉 [ko-KR 军衔] | 中尉 [ko-KR 军衔]
중장,中将,zh-CN,ko-KR,rank,军衔,海军中将 [ko-KR 军衔] | 中将 [ko-KR 军衔]
중장,海军中将,zh-CN,ko-KR,rank,军衔,海军中将 [ko-KR 军衔] | 中将 [ko-KR 军衔]
진수,下水,zh-CN,ko-KR,naval_term,航海/军事术语,
참모장,参谋长,zh-CN,ko-KR,rank,军衔,
초계,巡逻,zh-CN,ko-KR,naval_term,航海/军事术语,
초계함,轻型护卫舰,zh-CN,ko-KR,hull_type,舰种,
총사령관,总司令,zh-CN,ko-KR,rank,军衔,
출격,出击,zh-CN,ko-KR,naval_term,航海/军事术语,
취역,服役,zh-CN,ko-KR,naval_term,航海/军事术语,
캐터펄트,弹射器,zh-CN,ko-KR,naval_term,航海/军事术语,
탄막,弹幕,zh-CN,ko-KR,game_term,游戏术语,
탄약운반함,弹药船,zh-CN,ko-KR,naval_term,航海/军事术语,
탐조등,探照灯,zh-CN,ko-KR,naval_term,航海/军事术语,
태스크 포스,特混舰队,zh-CN,ko-KR,naval_term,航海/军事术语,
템페스타,飓风船团,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
톤수,吨位,zh-CN,ko-KR,naval_term,航海/军事术语,
튤리파 왕국,郁金王国,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
특장형 부린,特装型布里,zh-CN,ko-KR,game_term,游戏术语,
포탑,炮塔,zh-CN,ko-KR,naval_term,航海/军事术语,
포함,炮舰,zh-CN,ko-KR,hull_type,舰种,
폭뢰,深水炸弹,zh-CN,ko-KR,naval_term,航海/军事术语,
프랑스 해군,法国海军（维希教廷）,zh-CN,ko-KR,navy_prefix,阵营/舰名前缀,
한계돌파,突破,zh-CN,ko-KR,game_term,游戏术语,
함교,舰桥,zh-CN,ko-KR,naval_term,航海/军事术语,
함대,舰队,zh-CN,ko-KR,naval_term,航海/军事术语,
함미,舰尾,zh-CN,ko-KR,naval_term,航海/军事术语,
함수,舰首,zh-CN,ko-KR,naval_term,航海/军事术语,
함재기,舰载机,zh-CN,ko-KR,naval_term,航海/军事术语,
함포사격,舰炮射击,zh-CN,ko-KR,naval_term,航海/军事术语,
항공모함,航空母舰,zh-CN,ko-KR,hull_type,舰种,
항공순양함,航空巡洋舰,zh-CN,ko-KR,hull_type,舰种,
항공전함,航空战列舰,zh-CN,ko-KR,hull_type,舰种,
항속거리,续航距离,zh-CN,ko-KR,naval_term,航海/军事术语,
현측장갑,舷侧装甲,zh-CN,ko-KR,naval_term,航海/军事术语,
형,型,zh-CN,ko-KR,naval_term,航海/军事术语,
호위,护航,zh-CN,ko-KR,naval_term,航海/军事术语,
호위구축함,护航驱逐舰,zh-CN,ko-KR,hull_type,舰种,
호위함,护卫舰,zh-CN,ko-KR,hull_type,舰种,
호위항공모함,护航航空母舰,zh-CN,ko-KR,hull_type,舰种,
화물선,干货船,zh-CN,ko-KR,naval_term,航海/军事术语,
